Date,Close
2018-12-17,1.2585581541061401
2018-12-18,1.2615749835968018
2018-12-19,1.2655024528503418
2018-12-20,1.262785792350769
2018-12-21,1.2669775485992432
2018-12-24,1.2648941278457642
2018-12-25,1.2710840702056885
2018-12-26,1.2688745260238647
2018-12-27,1.2648781538009644
2018-12-28,1.2646220922470093
2018-12-31,1.269357681274414
2019-01-01,1.2738043069839478
2019-01-02,1.2754288911819458
2019-01-03,1.2521913051605225
2019-01-04,1.2628813982009888
2019-01-07,1.2734960317611694
2019-01-08,1.278608798980713
2019-01-09,1.2737879753112793
2019-01-10,1.279967188835144
2019-01-11,1.2753963470458984
2019-01-14,1.2849836349487305
2019-01-15,1.2874983549118042
2019-01-16,1.2872166633605957
2019-01-17,1.2885768413543701
2019-01-18,1.2983977794647217
2019-01-21,1.2853471040725708
2019-01-22,1.2891747951507568
2019-01-23,1.2957731485366821
2019-01-24,1.308215618133545
2019-01-25,1.3121638298034668
2019-01-28,1.3208470344543457
2019-01-29,1.3160146474838257
2019-01-30,1.30804443359375
2019-01-31,1.3117163181304932
2019-02-01,1.3109424114227295
2019-02-04,1.3077365159988403
2019-02-05,1.3031013011932373
2019-02-06,1.2957228422164917
2019-02-07,1.2934435606002808
2019-02-08,1.2949174642562866
2019-02-11,1.293677806854248
2019-02-12,1.2864052057266235
2019-02-13,1.2892080545425415
2019-02-14,1.2856775522232056
2019-02-15,1.2798361778259277
2019-02-18,1.290555715560913
2019-02-19,1.2924071550369263
2019-02-20,1.3061310052871704
2019-02-21,1.30451238155365
2019-02-22,1.3041380643844604
2019-02-25,1.306557536125183
2019-02-26,1.31271493434906
2019-02-27,1.3258028030395508
2019-02-28,1.3318239450454712
2019-03-01,1.3264886140823364
2019-03-04,1.3239772319793701
2019-03-05,1.3178529739379883
2019-03-06,1.3156682252883911
2019-03-07,1.3182177543640137
2019-03-08,1.3092432022094727
2019-03-11,1.2988362312316895
2019-03-12,1.3248542547225952
2019-03-13,1.3066771030426025
2019-03-14,1.3285682201385498
2019-03-15,1.3258554935455322
2019-03-18,1.329716444015503
2019-03-19,1.326435923576355
2019-03-20,1.3271400928497314
2019-03-21,1.320533037185669
2019-03-22,1.313232183456421
2019-03-25,1.3206549882888794
2019-03-26,1.3215277194976807
2019-03-27,1.321143627166748
2019-03-28,1.3152703046798706
2019-03-29,1.30565345287323
2019-04-01,1.3022867441177368
2019-04-02,1.3068991899490356
2019-04-03,1.312766671180725
2019-04-04,1.3176966905593872
2019-04-05,1.3077024221420288
2019-04-08,1.3038150072097778
2019-04-09,1.306335687637329
2019-04-10,1.305721640586853
2019-04-11,1.3099292516708374
2019-04-12,1.3056023120880127
2019-04-15,1.3083868026733398
2019-04-16,1.3102725744247437
2019-04-17,1.3046314716339111
2019-04-18,1.3039339780807495
2019-04-19,1.2994438409805298
2019-04-22,1.299376368522644
2019-04-23,1.2981449365615845
2019-04-24,1.2938116788864136
2019-04-25,1.2904890775680542
2019-04-26,1.289607048034668
2019-04-29,1.2920230627059937
2019-04-30,1.2932428121566772
2019-05-01,1.3039849996566772
2019-05-02,1.3053126335144043
2019-05-03,1.3033220767974854
2019-05-06,1.3150626420974731
2019-05-07,1.3099292516708374
2019-05-08,1.3068820238113403
2019-05-09,1.3012022972106934
2019-05-10,1.3009653091430664
2019-05-13,1.3010668754577637
2019-05-14,1.2963106632232666
2019-05-15,1.2906556129455566
2019-05-16,1.2847524881362915
2019-05-17,1.2797706127166748
2019-05-20,1.2731555700302124
2019-05-21,1.2729123830795288
2019-05-23,1.2664159536361694
2019-05-24,1.2664639949798584
2019-05-27,1.2724751234054565
2019-05-28,1.2682307958602905
2019-05-29,1.2659670114517212
2019-05-30,1.2629451751708984
2019-05-31,1.2609704732894897
2019-06-03,1.2639508247375488
2019-06-04,1.2664159536361694
2019-06-05,1.2702767848968506
2019-06-06,1.2688584327697754
2019-06-07,1.269841194152832
2019-06-10,1.2722970247268677
2019-06-11,1.2691160440444946
2019-06-12,1.2724426984786987
2019-06-13,1.2693415880203247
2019-06-14,1.268005609512329
2019-06-17,1.2596044540405273
2019-06-18,1.2541544437408447
2019-06-19,1.2566603422164917
2019-06-20,1.2656625509262085
2019-06-21,1.2707933187484741
2019-06-24,1.2750873565673828
2019-06-25,1.2739664316177368
2019-06-26,1.2690677642822266
2019-06-27,1.269841194152832
2019-06-28,1.267748475074768
2019-07-01,1.2694543600082397
2019-07-02,1.2644623517990112
2019-07-03,1.25982666015625
2019-07-04,1.2582731246948242
2019-07-05,1.2583048343658447
2019-07-08,1.2525520324707031
2019-07-09,1.2516427040100098
2019-07-10,1.2458575963974
2019-07-11,1.2508130073547363
2019-07-12,1.2523481845855713
2019-07-15,1.2571974992752075
2019-07-16,1.251799464225769
2019-07-17,1.2412029504776
2019-07-18,1.2434717416763306
2019-07-19,1.2541857957839966
2019-07-22,1.2512825727462769
2019-07-23,1.2474894523620605
2019-07-24,1.243904948234558
2019-07-25,1.2485953569412231
2019-07-26,1.2453454732894897
2019-07-29,1.2376697063446045
2019-07-30,1.2217471599578857
2019-07-31,1.2161602973937988
2019-08-01,1.215376853942871
2019-08-02,1.2124298810958862
2019-08-05,1.215214490890503
2019-08-06,1.2158203125
2019-08-07,1.2169743776321411
2019-08-08,1.2143291234970093
2019-08-09,1.2143733501434326
2019-08-12,1.2021976709365845
2019-08-13,1.207875370979309
2019-08-14,1.2064181566238403
2019-08-15,1.2060399055480957
2019-08-16,1.209160566329956
2019-08-19,1.2161011695861816
2019-08-20,1.2131506204605103
2019-08-21,1.2162343263626099
2019-08-22,1.213224172592163
2019-08-23,1.2251899242401123
2019-08-26,1.2262415885925293
2019-08-27,1.222195029258728
2019-08-28,1.2283201217651367
2019-08-29,1.2218515872955322
2019-08-30,1.218650221824646
2019-09-02,1.21592378616333
2019-09-03,1.2066656351089478
2019-09-04,1.2090436220169067
2019-09-05,1.2248897552490234
2019-09-06,1.2323921918869019
2019-09-09,1.2283051013946533
2019-09-10,1.2345373630523682
2019-09-11,1.2354830503463745
2019-09-12,1.233471393585205
2019-09-13,1.2329391241073608
2019-09-16,1.2497344017028809
2019-09-17,1.2428536415100098
2019-09-18,1.2502655982971191
2019-09-19,1.247053861618042
2019-09-20,1.2525050640106201
2019-09-23,1.2471938133239746
2019-09-24,1.243456244468689
2019-09-25,1.2485953569412231
2019-09-26,1.2359564304351807
2019-09-27,1.2331976890563965
2019-09-30,1.2293167114257812
2019-10-01,1.2289994955062866
2019-10-02,1.2292261123657227
2019-10-03,1.230436086654663
2019-10-04,1.2342326641082764
2019-10-07,1.2334411144256592
2019-10-08,1.2288031578063965
2019-10-09,1.2219561338424683
2019-10-10,1.2212995290756226
2019-10-11,1.2433171272277832
2019-10-14,1.261899709701538
2019-10-15,1.2611771821975708
2019-10-16,1.2760635614395142
2019-10-17,1.2823801040649414
2019-10-18,1.286860466003418
2019-10-21,1.2900229692459106
2019-10-22,1.297168254852295
2019-10-23,1.2884771823883057
2019-10-24,1.2923235893249512
2019-10-25,1.2840267419815063
2019-10-28,1.283202886581421
2019-10-29,1.2857435941696167
2019-10-30,1.2866700887680054
2019-10-31,1.290172815322876
2019-11-01,1.2939623594284058
2019-11-04,1.2937614917755127
2019-11-05,1.2891582250595093
2019-11-06,1.288062334060669
2019-11-07,1.2856775522232056
2019-11-08,1.2779992818832397
2019-11-11,1.2796396017074585
2019-11-12,1.2858428955078125
2019-11-13,1.285214900970459
2019-11-14,1.2853800058364868
2019-11-15,1.2881784439086914
2019-11-18,1.2921231985092163
2019-11-19,1.2950851917266846
2019-11-20,1.2929502725601196
2019-11-21,1.2927078008651733
2019-11-22,1.2919896841049194
2019-11-25,1.2853471040725708
2019-11-26,1.289723515510559
2019-11-27,1.2860909700393677
2019-11-28,1.2929919958114624
2019-11-29,1.29128897190094
2019-12-02,1.29128897190094
2019-12-03,1.294062852859497
2019-12-04,1.2997816801071167
2019-12-05,1.311131477355957
2019-12-06,1.3158414363861084
2019-12-09,1.3139568567276
2019-12-10,1.314578652381897
2019-12-11,1.3131287097930908
2019-12-12,1.3200099468231201
2019-12-13,1.347527265548706
2019-12-16,1.335327386856079
2019-12-17,1.3272457122802734
2019-12-18,1.3122154474258423
2019-12-19,1.3087291717529297
2019-12-20,1.3017443418502808
2019-12-23,1.3005423545837402
2019-12-24,1.2944984436035156
2019-12-25,1.2934937477111816
2019-12-26,1.2973533868789673
2019-12-27,1.3002209663391113
2019-12-30,1.3091918230056763
2019-12-31,1.3113033771514893
2020-01-01,1.326259970664978
2020-01-02,1.3250298500061035
2020-01-03,1.3152703046798706
2020-01-06,1.308010220527649
2020-01-07,1.317002534866333
2020-01-08,1.31137216091156
2020-01-09,1.3105130195617676
2020-01-10,1.3070186376571655
2020-01-13,1.3045634031295776
2020-01-14,1.2988194227218628
2020-01-15,1.3022528886795044
2020-01-16,1.3041210174560547
2020-01-17,1.3078734874725342
2020-01-20,1.3007283210754395
2020-01-21,1.3005592823028564
2020-01-22,1.3048017024993896
2020-01-23,1.3144749402999878
2020-01-24,1.311991572380066
2020-01-27,1.3061821460723877
2020-01-28,1.3060115575790405
2020-01-29,1.3024563789367676
2020-01-30,1.3022021055221558
2020-01-31,1.3089004755020142
2020-02-03,1.31816565990448
2020-02-04,1.2997479438781738
2020-02-05,1.3032711744308472
2020-02-06,1.2997140884399414
2020-02-07,1.2930254936218262
2020-02-10,1.2891582250595093
2020-02-11,1.2918227910995483
2020-02-12,1.2956557273864746
2020-02-13,1.295756459236145
2020-02-14,1.3046824932098389
2020-02-17,1.3052955865859985
2020-02-18,1.3008975982666016
2020-02-19,1.3002209663391113
2020-02-20,1.2928247451782227
2020-02-21,1.2883278131484985
2020-02-24,1.29537034034729
2020-02-25,1.292657732963562
2020-02-26,1.3003394603729248
2020-02-27,1.2906889915466309
2020-02-28,1.2888922691345215
2020-03-02,1.2807048559188843
2020-03-03,1.2767152786254883
2020-03-04,1.2820841073989868
2020-03-05,1.2874983549118042
2020-03-06,1.295068383216858
2020-03-09,1.3099292516708374
2020-03-10,1.3075313568115234
2020-03-11,1.2909722328186035
2020-03-12,1.2818212509155273
2020-03-13,1.257023572921753
2020-03-16,1.2399870157241821
2020-03-17,1.2266627550125122
2020-03-18,1.2121652364730835
2020-03-19,1.1625338792800903
2020-03-20,1.149438500404358
2020-03-23,1.162304162979126
2020-03-24,1.1595547199249268
2020-03-25,1.1792036294937134
2020-03-26,1.1851149797439575
2020-03-27,1.2200626134872437
2020-03-30,1.245319128036499
2020-03-31,1.2371643781661987
2020-04-01,1.2408487796783447
2020-04-02,1.238236665725708
2020-04-03,1.2394952774047852
2020-04-06,1.2220158576965332
2020-04-07,1.2240501642227173
2020-04-08,1.2338672876358032
2020-04-09,1.23931086063385
2020-04-10,1.2454850673675537
2020-04-13,1.2461059093475342
2020-04-14,1.2523951530456543
2020-04-15,1.26262629032135
2020-04-16,1.252097249031067
2020-04-17,1.2487823963165283
2020-04-20,1.248751163482666
2020-04-21,1.2442762851715088
2020-04-22,1.2298610210418701
2020-04-23,1.2323921918869019
2020-04-24,1.235223650932312
2020-04-27,1.2366595268249512
2020-04-28,1.2422668933868408
2020-04-29,1.2435646057128906
2020-04-30,1.2471472024917603
2020-05-01,1.2581465244293213
2020-05-04,1.2454230785369873
2020-05-05,1.244555115699768
2020-05-06,1.2444202899932861
2020-05-07,1.232559323310852
2020-05-08,1.237593173980713
2020-05-11,1.2417423725128174
2020-05-12,1.2333498001098633
2020-05-13,1.2254902124404907
2020-05-14,1.224155068397522
2020-05-15,1.2233912944793701
2020-05-18,1.2085760831832886
2020-05-19,1.2200031280517578
2020-05-20,1.2255953550338745
2020-05-21,1.2236906290054321
2020-05-22,1.2223445177078247
2020-05-25,1.218605637550354
2020-05-26,1.220137119293213
2020-05-27,1.23350191116333
2020-05-28,1.2264822721481323
2020-05-29,1.2321492433547974
2020-06-01,1.2347996234893799
2020-06-02,1.248704433441162
2020-06-03,1.2581465244293213
2020-06-04,1.2575136423110962
2020-06-05,1.2609069347381592
2020-06-08,1.2725722789764404
2020-06-09,1.2735283374786377
2020-06-10,1.2711325883865356
2020-06-11,1.2710679769515991
2020-06-12,1.257703423500061
2020-06-15,1.2508755922317505
2020-06-16,1.2637752294540405
2020-06-17,1.258510708808899
2020-06-18,1.2552721500396729
2020-06-19,1.2426837682724
2020-06-22,1.234811782836914
2020-06-23,1.250156283378601
2020-06-24,1.2524893283843994
2020-06-25,1.2412954568862915
2020-06-26,1.2425447702407837
2020-06-29,1.2342174053192139
2020-06-30,1.2310571670532227
2020-07-01,1.2389271259307861
2020-07-02,1.2464786767959595
2020-07-03,1.2466403245925903
2020-07-06,1.247551679611206
2020-07-07,1.249547004699707
2020-07-08,1.2542802095413208
2020-07-09,1.2613521814346313
2020-07-10,1.2605094909667969
2020-07-13,1.2627506256103516
2020-07-14,1.255177617073059
2020-07-15,1.25692880153656
2020-07-16,1.2591001987457275
2020-07-17,1.2559500932693481
2020-07-20,1.2571184635162354
2020-07-21,1.266175389289856
2020-07-22,1.2730745077133179
2020-07-23,1.2729934453964233
2020-07-24,1.2730745077133179
2020-07-27,1.2795906066894531
2020-07-28,1.2889753580093384
2020-07-29,1.292373776435852
2020-07-30,1.298246145248413
2020-07-31,1.311785101890564
2020-08-03,1.3101695775985718
2020-08-04,1.3078734874725342
2020-08-05,1.3086093664169312
2020-08-06,1.3126804828643799
2020-08-07,1.3138015270233154
2020-08-10,1.3052273988723755
2020-08-11,1.3077194690704346
2020-08-12,1.3050740957260132
2020-08-13,1.3048017024993896
2020-08-14,1.3070528507232666
2020-08-17,1.3107001781463623
2020-08-18,1.3107877969741821
2020-08-19,1.325398564338684
2020-08-20,1.311079978942871
2020-08-21,1.3220343589782715
2020-08-24,1.3094146251678467
2020-08-25,1.307138204574585
2020-08-26,1.3152183294296265
2020-08-27,1.3219819068908691
2020-08-28,1.3199577331542969
2020-08-31,1.3356484174728394
2020-09-01,1.3364516496658325
2020-09-02,1.339943766593933
2020-09-03,1.335131287574768
2020-09-04,1.3262248039245605
2020-09-07,1.3245735168457031
2020-09-08,1.3162224292755127
2020-09-09,1.2968486547470093
2020-09-10,1.2999167442321777
2020-09-11,1.2808295488357544
2020-09-14,1.2806557416915894
2020-09-15,1.2849671840667725
2020-09-16,1.2884771823883057
2020-09-17,1.2959998846054077
2020-09-18,1.2975554466247559
2020-09-21,1.2932761907577515
2020-09-22,1.2820513248443604
2020-09-23,1.2744048833847046
2020-09-24,1.2717468738555908
2020-09-25,1.2757054567337036
2020-09-28,1.2766826152801514
2020-09-29,1.2873492240905762
2020-09-30,1.2866535186767578
2020-10-01,1.2917560338974
2020-10-02,1.2886265516281128
2020-10-05,1.2931090593338013
2020-10-06,1.2992581129074097
2020-10-07,1.2883278131484985
2020-10-08,1.2917560338974
2020-10-09,1.29404616355896
2020-10-12,1.3031693696975708
2020-10-13,1.3065747022628784
2020-10-14,1.2935272455215454
2020-10-15,1.3012362718582153
2020-10-16,1.2902060747146606
2020-10-19,1.2927746772766113
2020-10-20,1.2948671579360962
2020-10-21,1.2954038381576538
2020-10-22,1.3131976127624512
2020-10-23,1.307805061340332
2020-10-26,1.3054660558700562
2020-10-27,1.301574945449829
2020-10-28,1.303186297416687
2020-10-29,1.2989881038665771
2020-10-30,1.2931926250457764
2020-11-02,1.2926744222640991
2020-11-03,1.2923903465270996
2020-11-04,1.3121638298034668
2020-11-05,1.2966804504394531
2020-11-06,1.3139395713806152
2020-11-09,1.318061351776123
2020-11-10,1.3169677257537842
2020-11-11,1.3261544704437256
2020-11-12,1.3224189281463623
2020-11-13,1.3121638298034668
2020-11-16,1.3220518827438354
2020-11-17,1.322209119796753
2020-11-18,1.3259083032608032
2020-11-19,1.325644612312317
2020-11-20,1.3249244689941406
2020-11-23,1.3305126428604126
2020-11-24,1.332906723022461
2020-11-25,1.3363267183303833
2020-11-26,1.3385447263717651
2020-11-27,1.3354523181915283
2020-11-30,1.333191156387329
2020-12-01,1.3336889743804932
2020-12-02,1.3422638177871704
2020-12-03,1.3370771408081055
2020-12-04,1.345496654510498
2020-12-07,1.3417415618896484
2020-12-08,1.3357375860214233
2020-12-09,1.3365589380264282
2020-12-10,1.3367018699645996
2020-12-11,1.3305658102035522
2020-12-14,1.3318239450454712
2020-12-15,1.3330844640731812
2020-12-16,1.3444474935531616
2020-12-17,1.3502929210662842
2020-12-18,1.3570178747177124
2020-12-21,1.3401951789855957
2020-12-22,1.3449536561965942
2020-12-23,1.339943766593933
2020-12-24,1.3505300283432007
2020-12-25,1.3552008867263794
2020-12-28,1.3572388887405396
2020-12-29,1.3466018438339233
2020-12-30,1.3499903678894043
2020-12-31,1.36306631565094
2021-01-01,1.3673007488250732
2021-01-04,1.3684196472167969
2021-01-05,1.3571596145629883
2021-01-06,1.3629549741744995
2021-01-07,1.3625277280807495
2021-01-08,1.3569625616073608
2021-01-11,1.3516253232955933
2021-01-12,1.3524113893508911
2021-01-13,1.3670539855957031
2021-01-14,1.364926815032959
2021-01-15,1.3683634996414185
2021-01-18,1.357533574104309
2021-01-19,1.3581236600875854
2021-01-20,1.3644241094589233
2021-01-21,1.3668484687805176
2021-01-22,1.3729474544525146
2021-01-25,1.3688204288482666
2021-01-26,1.3678992986679077
2021-01-27,1.374154806137085
2021-01-28,1.3669419288635254
2021-01-29,1.3725008964538574
2021-02-01,1.3697690963745117
2021-02-02,1.3678767681121826
2021-02-03,1.3659336566925049
2021-02-04,1.364908218383789
2021-02-05,1.3676148653030396
2021-02-08,1.3738716840744019
2021-02-09,1.374570369720459
2021-02-10,1.3817994594573975
2021-02-11,1.3832597732543945
2021-02-12,1.381024718284607
2021-02-15,1.3871549367904663
2021-02-16,1.3914785385131836
2021-02-17,1.388811707496643
2021-02-18,1.3866355419158936
2021-02-19,1.3967455625534058
2021-02-22,1.403114914894104
2021-02-23,1.4071228504180908
2021-02-24,1.412030577659607
2021-02-25,1.4148274660110474
2021-02-26,1.4008152484893799
2021-03-01,1.3972529172897339
2021-03-02,1.3929517269134521
2021-03-03,1.3954981565475464
2021-03-04,1.3926994800567627
2021-03-05,1.3894098997116089
2021-03-08,1.385367751121521
2021-03-09,1.3823610544204712
2021-03-10,1.3890432119369507
2021-03-11,1.3931456804275513
2021-03-12,1.3989927768707275
2021-03-15,1.3929517269134521
2021-03-16,1.3899120092391968
2021-03-17,1.3902212381362915
2021-03-18,1.3975849151611328
2021-03-19,1.3925055265426636
2021-03-22,1.3832597732543945
2021-03-23,1.3862512111663818
2021-03-24,1.3730417490005493
2021-03-25,1.3688879013061523
2021-03-26,1.374910593032837
2021-03-29,1.3791011571884155
2021-03-30,1.3775053024291992
2021-03-31,1.3746649026870728
2021-04-01,1.3786258697509766
2021-04-02,1.383508563041687
2021-04-05,1.383125901222229
2021-04-06,1.3914011716842651
2021-04-07,1.383125901222229
2021-04-08,1.3743815422058105
2021-04-09,1.373437762260437
2021-04-12,1.3712154626846313
2021-04-13,1.3753834962844849
2021-04-14,1.3759700059890747
2021-04-15,1.3779228925704956
2021-04-16,1.3785498142242432
2021-04-19,1.3818453550338745
2021-04-20,1.3993842601776123
2021-04-21,1.3938837051391602
2021-04-22,1.3931845426559448
2021-04-23,1.3840255737304688
2021-04-26,1.3866355419158936
2021-04-27,1.3895643949508667
2021-04-28,1.390356421470642
2021-04-29,1.395673394203186
2021-04-30,1.3952839374542236
2021-05-03,1.3819791078567505
2021-05-04,1.3903758525848389
2021-05-05,1.388811707496643
2021-05-06,1.3909753561019897
2021-05-07,1.389854073524475
2021-05-10,1.4041197299957275
2021-05-11,1.4131278991699219
